"User-ID";"Top-Rated ISBNs";"Jaccard-Value";"Dice-Coefficient"
"277187";"0140430032";"0.250000";"0.333333"
"277187";"0140430350";"0.250000";"0.333333"
"277187";"0140430423";"0.250000";"0.333333"
"277187";"0140430636";"0.250000";"0.333333"
"277187";"0140430741";"0.250000";"0.333333"
"277187";"0140431314";"0.250000";"0.333333"
"277187";"0140431683";"0.250000";"0.333333"
"277187";"0140440224";"0.250000";"0.333333"
"277187";"0330330276";"0.750000";"0.833333"
"277187";"0349109435";"0.250000";"0.333333"
"277187";"0375724370";"0.500000";"0.500000"
"277187";"038549744X";"0.250000";"0.333333"
"277187";"0399141960";"0.250000";"0.333333"
"277187";"0399148515";"0.250000";"0.333333"
"277187";"0451208188";"0.250000";"0.333333"
"277187";"0505525178";"0.250000";"0.333333"
"277187";"0679416781";"0.250000";"0.333333"
"277187";"0679746692";"0.500000";"0.500000"
"277187";"0679772669";"0.500000";"0.500000"
"277187";"1853260967";"0.250000";"0.333333"
"277187";"3423084049";"0.500000";"0.500000"
"225066";"002089130X";"0.125000";"0.200000"
"225066";"0060924640";"0.125000";"0.200000"
"225066";"0061007129";"0.125000";"0.200000"
"225066";"0140259112";"0.125000";"0.200000"
"225066";"0140271562";"0.125000";"0.200000"
"225066";"0373250428";"0.125000";"0.200000"
"225066";"0373250452";"0.125000";"0.200000"
"225066";"0373765142";"0.125000";"0.200000"
"225066";"0446602213";"0.125000";"0.200000"
"225066";"0446603716";"0.125000";"0.200000"
"225066";"0446604801";"0.125000";"0.200000"
"225066";"0446606189";"0.125000";"0.200000"
"225066";"0449243761";"0.125000";"0.200000"
"225066";"0451209028";"0.125000";"0.200000"
"225066";"0451410580";"0.125000";"0.200000"
"225066";"0505523418";"0.125000";"0.200000"
"225066";"0671027972";"0.125000";"0.200000"
"225066";"0671521705";"0.125000";"0.200000"
"225066";"0671522647";"0.125000";"0.200000"
"225066";"0684859262";"0.125000";"0.200000"
"225066";"0786864133";"0.125000";"0.200000"
"225066";"0786887583";"0.125000";"0.200000"
"225066";"0805037586";"0.125000";"0.200000"
"225066";"0812555112";"0.125000";"0.200000"
"225066";"089480619X";"0.125000";"0.200000"
"74487";"0020442009";"0.166667";"0.250000"
"74487";"0020442106";"0.166667";"0.250000"
"74487";"0020442300";"0.250000";"0.392857"
"74487";"0020442408";"0.166667";"0.250000"
"74487";"0020442505";"0.166667";"0.250000"
"74487";"0020442602";"0.166667";"0.250000"
"74487";"0020868804";"0.166667";"0.250000"
"74487";"0060234814";"0.166667";"0.250000"
"74487";"0060234970";"0.250000";"0.392857"
"74487";"0060652926";"0.166667";"0.250000"
"74487";"0060652934";"0.166667";"0.250000"
"74487";"0064404994";"0.166667";"0.250000"
"74487";"0064405001";"0.166667";"0.250000"
"74487";"0064405028";"0.166667";"0.250000"
"74487";"0064405036";"0.166667";"0.250000"
"74487";"0064405044";"0.166667";"0.250000"
"74487";"0064405052";"0.250000";"0.392857"
"74487";"0064409422";"0.166667";"0.250000"
"74487";"0064471047";"0.166667";"0.250000"
"74487";"0064471055";"0.166667";"0.250000"
"74487";"0064471063";"0.166667";"0.250000"
"74487";"0064471071";"0.166667";"0.250000"
"74487";"006447108X";"0.166667";"0.250000"
"74487";"0064471098";"0.166667";"0.250000"
"74487";"0066238501";"0.166667";"0.250000"
"74487";"0151002630";"0.083333";"0.142857"
"74487";"0156006219";"0.083333";"0.142857"
"74487";"0156329301";"0.166667";"0.250000"
"74487";"0156904365";"0.166667";"0.250000"
"74487";"0345300777";"0.083333";"0.142857"
"74487";"0345335457";"0.083333";"0.142857"
"74487";"0399142606";"0.083333";"0.142857"
"74487";"0425164829";"0.083333";"0.142857"
"74487";"0452279593";"0.083333";"0.142857"
"74487";"0525944001";"0.083333";"0.142857"
"74487";"0684823780";"0.166667";"0.250000"
"74487";"0800783360";"0.166667";"0.250000"
"42113";"0007141076";"0.125000";"0.200000"
"42113";"0007154615";"0.125000";"0.200000"
"42113";"0060083255";"0.125000";"0.200000"
"42113";"0060168706";"0.125000";"0.200000"
"42113";"0060176164";"0.125000";"0.200000"
"42113";"0060191872";"0.125000";"0.200000"
"42113";"0060198125";"0.125000";"0.200000"
"42113";"0060505931";"0.125000";"0.200000"
"42113";"0060509392";"0.125000";"0.200000"
"42113";"0060509406";"0.125000";"0.200000"
"42113";"006052510X";"0.125000";"0.200000"
"42113";"006053821X";"0.125000";"0.200000"
"42113";"0060557818";"0.125000";"0.200000"
"42113";"0060558121";"0.125000";"0.200000"
"42113";"0060566760";"0.125000";"0.200000"
"42113";"006092411X";"0.125000";"0.200000"
"42113";"0060924349";"0.125000";"0.200000"
"42113";"0060924985";"0.125000";"0.200000"
"42113";"0060928417";"0.125000";"0.200000"
"42113";"0060929375";"0.125000";"0.200000"
"42113";"0060930861";"0.125000";"0.200000"
"42113";"0060933429";"0.125000";"0.200000"
"42113";"0060934417";"0.125000";"0.200000"
"42113";"0060953713";"0.125000";"0.200000"
"42113";"0060958014";"0.125000";"0.200000"
"42113";"0060959355";"0.125000";"0.200000"
"42113";"0060971479";"0.125000";"0.200000"
"42113";"0060976926";"0.125000";"0.200000"
"42113";"0060977507";"0.125000";"0.200000"
"42113";"0060984333";"0.125000";"0.200000"
"42113";"0060988649";"0.125000";"0.200000"
"42113";"0061093106";"0.125000";"0.200000"
"42113";"0061093998";"0.125000";"0.200000"
"42113";"0061094609";"0.125000";"0.200000"
"42113";"0061097659";"0.125000";"0.200000"
"42113";"006109921X";"0.125000";"0.200000"
"42113";"0061099759";"0.125000";"0.200000"
"42113";"0062517856";"0.125000";"0.200000"
"42113";"0062517864";"0.125000";"0.200000"
"42113";"0066210151";"0.125000";"0.200000"
"42113";"0066214122";"0.125000";"0.200000"
"42113";"0140249001";"0.125000";"0.200000"
"42113";"0140263454";"0.125000";"0.200000"
"42113";"0140264795";"0.125000";"0.200000"
"42113";"0141304340";"0.125000";"0.200000"
"42113";"0142001325";"0.125000";"0.200000"
"42113";"0142001805";"0.125000";"0.200000"
"42113";"0156005646";"0.125000";"0.200000"
"42113";"0156005891";"0.250000";"0.333333"
"42113";"0156006529";"0.375000";"0.533333"
"42113";"015600710X";"0.250000";"0.333333"
"42113";"0156007819";"0.125000";"0.200000"
"42113";"0312099436";"0.125000";"0.200000"
"42113";"0312169787";"0.125000";"0.200000"
"42113";"0312185863";"0.125000";"0.200000"
"42113";"0312194722";"0.125000";"0.200000"
"42113";"0312199511";"0.125000";"0.200000"
"42113";"0312202318";"0.125000";"0.200000"
"42113";"0312203039";"0.125000";"0.200000"
"42113";"0312205406";"0.125000";"0.200000"
"42113";"0312243022";"0.125000";"0.200000"
"42113";"0312263996";"0.125000";"0.200000"
"42113";"0312265840";"0.125000";"0.200000"
"42113";"0312265859";"0.125000";"0.200000"
"42113";"031226772X";"0.125000";"0.200000"
"42113";"0312273207";"0.125000";"0.200000"
"42113";"0312275420";"0.125000";"0.200000"
"42113";"0312278675";"0.125000";"0.200000"
"42113";"031228327X";"0.125000";"0.200000"
"42113";"0312287712";"0.125000";"0.200000"
"42113";"0312305060";"0.125000";"0.200000"
"42113";"0312316119";"0.125000";"0.200000"
"42113";"0312319142";"0.125000";"0.200000"
"42113";"0312421273";"0.125000";"0.200000"
"42113";"0312421818";"0.125000";"0.200000"
"42113";"0312422156";"0.125000";"0.200000"
"42113";"0312422288";"0.125000";"0.200000"
"42113";"0312873115";"0.125000";"0.200000"
"42113";"0312955901";"0.125000";"0.200000"
"42113";"0312957041";"0.125000";"0.200000"
"42113";"0312963009";"0.125000";"0.200000"
"42113";"0312966970";"0.125000";"0.200000"
"42113";"0312971346";"0.125000";"0.200000"
"42113";"0312971397";"0.125000";"0.200000"
"42113";"0312974507";"0.125000";"0.200000"
"42113";"0312976275";"0.125000";"0.200000"
"42113";"0312978375";"0.125000";"0.200000"
"42113";"0312979479";"0.125000";"0.200000"
"42113";"0312979649";"0.125000";"0.200000"
"42113";"0312980140";"0.125000";"0.200000"
"42113";"0312983867";"0.125000";"0.200000"
"42113";"0312990456";"0.125000";"0.200000"
"42113";"0312991460";"0.125000";"0.200000"
"42113";"0312992416";"0.125000";"0.200000"
"42113";"0316089699";"0.375000";"0.533333"
"42113";"0316155306";"0.125000";"0.200000"
"42113";"0316158461";"0.125000";"0.200000"
"42113";"0316196614";"0.125000";"0.200000"
"42113";"0316198951";"0.125000";"0.200000"
"42113";"0316199648";"0.125000";"0.200000"
"42113";"0316313203";"0.125000";"0.200000"
"42113";"0316341118";"0.125000";"0.200000"
"42113";"0316570826";"0.125000";"0.200000"
"42113";"0316601950";"0.375000";"0.533333"
"42113";"0316602906";"0.125000";"0.200000"
"42113";"0316655880";"0.125000";"0.200000"
"42113";"0316666009";"0.125000";"0.200000"
"42113";"0316678104";"0.250000";"0.333333"
"42113";"0316693715";"0.125000";"0.200000"
"42113";"0316713732";"0.375000";"0.533333"
"42113";"0316734837";"0.250000";"0.333333"
"42113";"0316735698";"0.125000";"0.200000"
"42113";"0316735736";"0.375000";"0.533333"
"42113";"0316778508";"0.125000";"0.200000"
"42113";"0316780375";"0.250000";"0.333333"
"42113";"0316780812";"0.375000";"0.533333"
"42113";"0316781010";"0.250000";"0.333333"
"42113";"0316781266";"0.375000";"0.533333"
"42113";"0316782262";"0.250000";"0.333333"
"42113";"0316782505";"0.250000";"0.333333"
"42113";"0316785261";"0.125000";"0.200000"
"42113";"0316788228";"0.250000";"0.333333"
"42113";"0316789089";"0.250000";"0.333333"
"42113";"0316789844";"0.375000";"0.533333"
"42113";"0316789976";"0.250000";"0.333333"
"42113";"0316852570";"0.125000";"0.200000"
"42113";"0316890642";"0.125000";"0.200000"
"42113";"0316911488";"0.125000";"0.200000"
"42113";"0316920045";"0.125000";"0.200000"
"42113";"0316955191";"0.125000";"0.200000"
"42113";"0316955256";"0.125000";"0.200000"
"42113";"0316955280";"0.125000";"0.200000"
"42113";"0345351959";"0.125000";"0.200000"
"42113";"0345359828";"0.125000";"0.200000"
"42113";"0345384687";"0.125000";"0.200000"
"42113";"0345456521";"0.125000";"0.200000"
"42113";"0345464982";"0.125000";"0.200000"
"42113";"0374172897";"0.125000";"0.200000"
"42113";"0374199698";"0.125000";"0.200000"
"42113";"0375410198";"0.125000";"0.200000"
"42113";"0375412530";"0.125000";"0.200000"
"42113";"0375420924";"0.125000";"0.200000"
"42113";"0375421815";"0.125000";"0.200000"
"42113";"0375500510";"0.125000";"0.200000"
"42113";"0375501371";"0.125000";"0.200000"
"42113";"0375503722";"0.125000";"0.200000"
"42113";"0375504036";"0.125000";"0.200000"
"42113";"0375505296";"0.125000";"0.200000"
"42113";"0375507876";"0.125000";"0.200000"
"42113";"0375700234";"0.125000";"0.200000"
"42113";"0375700757";"0.125000";"0.200000"
"42113";"0375705198";"0.125000";"0.200000"
"42113";"0375706771";"0.125000";"0.200000"
"42113";"0375757597";"0.125000";"0.200000"
"42113";"0375758615";"0.125000";"0.200000"
"42113";"0375759778";"0.125000";"0.200000"
"42113";"0380728176";"0.125000";"0.200000"
"42113";"0380729180";"0.125000";"0.200000"
"42113";"038073320X";"0.125000";"0.200000"
"42113";"0380815923";"0.125000";"0.200000"
"42113";"0380817624";"0.125000";"0.200000"
"42113";"038081790X";"0.125000";"0.200000"
"42113";"0380973820";"0.125000";"0.200000"
"42113";"0385310161";"0.125000";"0.200000"
"42113";"038531700X";"0.125000";"0.200000"
"42113";"0385469705";"0.125000";"0.200000"
"42113";"0385489056";"0.125000";"0.200000"
"42113";"038549081X";"0.125000";"0.200000"
"42113";"0385494246";"0.125000";"0.200000"
"42113";"038549730X";"0.125000";"0.200000"
"42113";"0385497954";"0.125000";"0.200000"
"42113";"0385498721";"0.125000";"0.200000"
"42113";"0385498802";"0.125000";"0.200000"
"42113";"0385499728";"0.125000";"0.200000"
"42113";"0385503954";"0.125000";"0.200000"
"42113";"0385504470";"0.125000";"0.200000"
"42113";"0385509472";"0.125000";"0.200000"
"42113";"0385720467";"0.125000";"0.200000"
"42113";"038572179X";"0.125000";"0.200000"
"42113";"0385722192";"0.125000";"0.200000"
"42113";"0395869463";"0.125000";"0.200000"
"42113";"0399148728";"0.125000";"0.200000"
"42113";"0399150897";"0.125000";"0.200000"
"42113";"0425110427";"0.125000";"0.200000"
"42113";"0425156028";"0.125000";"0.200000"
"42113";"0425163865";"0.125000";"0.200000"
"42113";"0425164462";"0.125000";"0.200000"
"42113";"0439099048";"0.125000";"0.200000"
"42113";"044021680X";"0.125000";"0.200000"
"42113";"0440221420";"0.125000";"0.200000"
"42113";"0440224039";"0.125000";"0.200000"
"42113";"0440224071";"0.125000";"0.200000"
"42113";"0440226139";"0.125000";"0.200000"
"42113";"0440226457";"0.125000";"0.200000"
"42113";"0446516570";"0.125000";"0.200000"
"42113";"0446519006";"0.125000";"0.200000"
"42113";"0446533041";"0.125000";"0.200000"
"42113";"0446610038";"0.125000";"0.200000"
"42113";"0446610607";"0.125000";"0.200000"
"42113";"0446829773";"0.125000";"0.200000"
"42113";"0449002632";"0.125000";"0.200000"
"42113";"0449221431";"0.125000";"0.200000"
"42113";"0451156234";"0.125000";"0.200000"
"42113";"0451183339";"0.125000";"0.200000"
"42113";"0451185897";"0.125000";"0.200000"
"42113";"0451195167";"0.125000";"0.200000"
"42113";"0451202244";"0.125000";"0.200000"
"42113";"0451207335";"0.125000";"0.200000"
"42113";"0451403789";"0.125000";"0.200000"
"42113";"0451459245";"0.125000";"0.200000"
"42113";"0452272092";"0.125000";"0.200000"
"42113";"0452281091";"0.125000";"0.200000"
"42113";"0452282098";"0.125000";"0.200000"
"42113";"0452282438";"0.125000";"0.200000"
"42113";"0517702134";"0.125000";"0.200000"
"42113";"052594558X";"0.125000";"0.200000"
"42113";"0553117084";"0.125000";"0.200000"
"42113";"0553148001";"0.125000";"0.200000"
"42113";"0553295071";"0.125000";"0.200000"
"42113";"0553342495";"0.125000";"0.200000"
"42113";"0553576399";"0.125000";"0.200000"
"42113";"0553577565";"0.125000";"0.200000"
"42113";"055358135X";"0.125000";"0.200000"
"42113";"060961004X";"0.125000";"0.200000"
"42113";"061810450X";"0.125000";"0.200000"
"42113";"0618109277";"0.125000";"0.200000"
"42113";"0618219064";"0.125000";"0.200000"
"42113";"0618231617";"0.125000";"0.200000"
"42113";"0670031062";"0.125000";"0.200000"
"42113";"0670881791";"0.125000";"0.200000"
"42113";"0670899771";"0.125000";"0.200000"
"42113";"0671003992";"0.125000";"0.200000"
"42113";"067101420X";"0.125000";"0.200000"
"42113";"0671040588";"0.125000";"0.200000"
"42113";"0671042262";"0.125000";"0.200000"
"42113";"0671042505";"0.125000";"0.200000"
"42113";"0671042513";"0.125000";"0.200000"
"42113";"0671695304";"0.125000";"0.200000"
"42113";"0671748416";"0.125000";"0.200000"
"42113";"0671756443";"0.125000";"0.200000"
"42113";"0671759299";"0.125000";"0.200000"
"42113";"067178546X";"0.125000";"0.200000"
"42113";"0671888285";"0.125000";"0.200000"
"42113";"0671897071";"0.125000";"0.200000"
"42113";"0679403922";"0.125000";"0.200000"
"42113";"0679419462";"0.125000";"0.200000"
"42113";"0679422587";"0.125000";"0.200000"
"42113";"0679426620";"0.125000";"0.200000"
"42113";"0679428895";"0.125000";"0.200000"
"42113";"0679441891";"0.125000";"0.200000"
"42113";"067945960X";"0.125000";"0.200000"
"42113";"0679459618";"0.125000";"0.200000"
"42113";"0679463070";"0.125000";"0.200000"
"42113";"067946333X";"0.125000";"0.200000"
"42113";"0679742115";"0.125000";"0.200000"
"42113";"0679772669";"0.125000";"0.200000"
"42113";"0679776818";"0.125000";"0.200000"
"42113";"0679777547";"0.125000";"0.200000"
"42113";"0684813076";"0.125000";"0.200000"
"42113";"0684829924";"0.125000";"0.200000"
"42113";"0684845768";"0.125000";"0.200000"
"42113";"0684846713";"0.125000";"0.200000"
"42113";"0684848155";"0.125000";"0.200000"
"42113";"0684850265";"0.125000";"0.200000"
"42113";"0684850273";"0.125000";"0.200000"
"42113";"0684852047";"0.125000";"0.200000"
"42113";"0684852756";"0.125000";"0.200000"
"42113";"0684853159";"0.125000";"0.200000"
"42113";"0684853507";"0.125000";"0.200000"
"42113";"0684854422";"0.125000";"0.200000"
"42113";"0684854503";"0.125000";"0.200000"
"42113";"0684857278";"0.125000";"0.200000"
"42113";"0684862719";"0.125000";"0.200000"
"42113";"0684863340";"0.125000";"0.200000"
"42113";"068486360X";"0.125000";"0.200000"
"42113";"0684864320";"0.125000";"0.200000"
"42113";"0684864843";"0.125000";"0.200000"
"42113";"0684867982";"0.125000";"0.200000"
"42113";"0684868911";"0.125000";"0.200000"
"42113";"0684869403";"0.125000";"0.200000"
"42113";"0684871270";"0.125000";"0.200000"
"42113";"0684872730";"0.125000";"0.200000"
"42113";"0688126731";"0.125000";"0.200000"
"42113";"0688174035";"0.125000";"0.200000"
"42113";"0688174590";"0.125000";"0.200000"
"42113";"0688177867";"0.125000";"0.200000"
"42113";"0743202562";"0.125000";"0.200000"
"42113";"074320395X";"0.125000";"0.200000"
"42113";"0743203968";"0.125000";"0.200000"
"42113";"0743205383";"0.125000";"0.200000"
"42113";"0743211375";"0.125000";"0.200000"
"42113";"0743213165";"0.125000";"0.200000"
"42113";"0743217713";"0.125000";"0.200000"
"42113";"0743223543";"0.125000";"0.200000"
"42113";"0743225082";"0.125000";"0.200000"
"42113";"0743225325";"0.125000";"0.200000"
"42113";"0743225406";"0.125000";"0.200000"
"42113";"0743225422";"0.125000";"0.200000"
"42113";"0743225724";"0.125000";"0.200000"
"42113";"0743228480";"0.125000";"0.200000"
"42113";"0743230213";"0.125000";"0.200000"
"42113";"0743233468";"0.125000";"0.200000"
"42113";"0743234693";"0.125000";"0.200000"
"42113";"074323748X";"0.125000";"0.200000"
"42113";"0743242203";"0.125000";"0.200000"
"42113";"0743242483";"0.125000";"0.200000"
"42113";"0743243315";"0.125000";"0.200000"
"42113";"0743243498";"0.125000";"0.200000"
"42113";"0743246071";"0.125000";"0.200000"
"42113";"0743246349";"0.125000";"0.200000"
"42113";"074324642X";"0.125000";"0.200000"
"42113";"0743249291";"0.125000";"0.200000"
"42113";"074341134X";"0.125000";"0.200000"
"42113";"0743411358";"0.125000";"0.200000"
"42113";"0743411366";"0.125000";"0.200000"
"42113";"0743411374";"0.125000";"0.200000"
"42113";"0743411943";"0.125000";"0.200000"
"42113";"0743417208";"0.125000";"0.200000"
"42113";"0743418190";"0.125000";"0.200000"
"42113";"0743418204";"0.125000";"0.200000"
"42113";"0743418220";"0.125000";"0.200000"
"42113";"0743437128";"0.125000";"0.200000"
"42113";"0743437136";"0.125000";"0.200000"
"42113";"0743446259";"0.125000";"0.200000"
"42113";"0743446526";"0.125000";"0.200000"
"42113";"074345300X";"0.125000";"0.200000"
"42113";"0743454146";"0.125000";"0.200000"
"42113";"0743454375";"0.125000";"0.200000"
"42113";"0743456335";"0.125000";"0.200000"
"42113";"0743456351";"0.125000";"0.200000"
"42113";"0743456653";"0.125000";"0.200000"
"42113";"0743469844";"0.125000";"0.200000"
"42113";"0743475488";"0.125000";"0.200000"
"42113";"0764225081";"0.125000";"0.200000"
"42113";"0765300133";"0.125000";"0.200000"
"42113";"0765307154";"0.125000";"0.200000"
"42113";"0767902858";"0.125000";"0.200000"
"42113";"0767907817";"0.125000";"0.200000"
"42113";"0767912241";"0.125000";"0.200000"
"42113";"0767913000";"0.125000";"0.200000"
"42113";"0767916026";"0.125000";"0.200000"
"42113";"0786840684";"0.125000";"0.200000"
"42113";"0786865504";"0.125000";"0.200000"
"42113";"0786868139";"0.125000";"0.200000"
"42113";"0786884622";"0.125000";"0.200000"
"42113";"0786888067";"0.125000";"0.200000"
"42113";"0786889063";"0.125000";"0.200000"
"42113";"0802115454";"0.125000";"0.200000"
"42113";"0802138578";"0.125000";"0.200000"
"42113";"0804114250";"0.125000";"0.200000"
"42113";"0805043888";"0.125000";"0.200000"
"42113";"0805051309";"0.125000";"0.200000"
"42113";"0805054081";"0.125000";"0.200000"
"42113";"0805064222";"0.125000";"0.200000"
"42113";"0812520475";"0.125000";"0.200000"
"42113";"0812570944";"0.125000";"0.200000"
"42113";"0812575059";"0.125000";"0.200000"
"42113";"0812969812";"0.125000";"0.200000"
"42113";"0812971043";"0.125000";"0.200000"
"42113";"0840776381";"0.125000";"0.200000"
"42113";"0849911788";"0.125000";"0.200000"
"42113";"0849942845";"0.125000";"0.200000"
"42113";"0865470561";"0.125000";"0.200000"
"42113";"0865472807";"0.125000";"0.200000"
"42113";"0965455572";"0.250000";"0.333333"
"42113";"1402200129";"0.125000";"0.200000"
"42113";"1556524412";"0.125000";"0.200000"
"42113";"1565048024";"0.125000";"0.200000"
"42113";"1565122968";"0.125000";"0.200000"
"42113";"1582430543";"0.125000";"0.200000"
"42113";"1585671975";"0.125000";"0.200000"
"233745";"0553256653";"0.125000";"0.200000"
"233745";"2290312959";"0.125000";"0.200000"
